db_id,TQL,SQL,fileName,filePath,result
StudentMathScore,What are the top 10 states that have the highest average math score and federal revenue they got through different categories?,"SELECT T2.state, sum(c14),sum(c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY T3.average_scale_score DESC LIMIT 10",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What are the schools with highest federal revenue in each federal revenue categories and what's their state average scores?,"SELECT T1.school_district, max(T1.c14), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state UNION SELECT T1.school_district, max(T1.c25), T3.average_scale_score FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,State with highest average math score,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,School with highest ratio of total revenue and average scores,"SELECT T1.school_district, max(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which state spent the most revenue towards schools and whats the state average score,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) DESC LIMIT 1",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,School with lowest ratio of total revenue and average scores,"SELECT T1.school_district, min(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which state spent the least revenue towards schools and whats the state average score,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) LIMIT 1",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which state has the highest average score in math exam?,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What is the average match score of CA?,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""California""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How many unique school districts in Indiana?,"SELECT count(DISTINCT school_district) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Indiana""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What is the state code of VA?,"SELECT state_code FROM FINREV_FED_KEY_17 WHERE state = ""Virginia""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which state get the highest revenue?,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY sum(t_fed_rev) DESC LIMIT 1,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How much funding does Colorado schools receive from Title 1 and the Child Nutrition program respectively?,"SELECT sum(T1.c14), sum(T1.c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Colorado""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How much federal funding does Pecatonia Area School district get?,"SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district LIKE ""%Pecatonia Area%""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What are the student scores on the NAEP math exam for 8th graders in North Carolina and South Carolina?,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""South Carolina""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What are the averge score of students in NC and in NY?,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""New York""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How many schools get higher revenue via Child Nutrition A than revenue via child left school behind act?,SELECT count(*) FROM FINREV_FED_17 WHERE c25 > c14,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
WorldSoccerDataBase,What are the Pinnacle odds for Arsenal winning matches?,"SELECT PSH FROM football_data WHERE HomeTeam LIKE ""%Arsenal%"" AND FTR = ""H"" UNION SELECT PSA FROM football_data WHERE AwayTeam LIKE ""%Arsenal%"" AND FTR = ""A""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which matches in Spain did the away team win?,"SELECT * FROM football_data WHERE Country = ""Spain"" AND FTR = ""A""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which Premier League matches ended in a draw in 2016?,"SELECT * FROM football_data WHERE Season = ""2016"" AND FTR = ""D"" AND League = ""Premier League""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which matches had draw odds from Bet365 higher than 3?,SELECT * FROM football_data WHERE B365D > 3,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,What were the closing odds for a draw in matches with VfB Stuttgart?,"SELECT DRAW_CLOSING FROM betfront WHERE MATCH LIKE ""%VfB Stuttgart%""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which games had no goals scored at full time?,SELECT * FROM football_data WHERE (FTHG + FTAG) = 0,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,What is the away team against Omiya Ardija in 2018?,"SELECT AwayTeam FROM football_data WHERE HomeTeam = ""Omiya Ardija"" AND Season LIKE ""%2018%""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many matches in Spain in 2010?,"SELECT count(*) FROM football_data WHERE Season LIKE ""%2010%"" AND Country = ""Spain""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which matches has the highest draw opening so far?,SELECT MATCH FROM betfront ORDER BY DRAW_OPENING DESC LIMIT 1,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Which year has most matches?,SELECT YEAR FROM betfront GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many matches did Pinnacle have betting records?,"SELECT count(*) FROM football_data WHERE PSH != """" AND PSD != """" AND PSA != """"",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many matches did Bet365 gives higher home win odds than Pinnacle?,SELECT count(*) FROM football_data WHERE B365H > PSH,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many games that the total number of goals exceed 5?,SELECT count(*) FROM football_data WHERE FTHG + FTAG > 5,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,What is the highest home losing odds in Bet365 ever?,SELECT max(B365A) FROM football_data,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many number of games ended in a 0-0 tie?,SELECT count(*) FROM football_data WHERE FTHG = 0 AND FTAG = 0,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,How many league division does football_data database has?,SELECT count(Div) FROM football_data,WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,Do other leagues have referee name records outside of Scotland and England?,"SELECT count(League) FROM football_data WHERE Country != ""Scotland"" and Country != ""England"" and Referee != """"",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
WorldSoccerDataBase,What's the odds for draw on Bet365 for the game Swindon v.s. Millwall for 2016/2017 season?,"SELECT B365D FROM football_data WHERE HomeTeam = ""Swindon"" and AwayTeam = ""Millwall"" and Season = ""2016/2017""",WorldSoccerDataBase.json.sqlite,WorldSoccerDataBase.json.sqlite,Not available
TheHistoryofBaseball,Which is the most popular voting method for Hall of Fame in 2000?,"SELECT votedby FROM hall_of_fame WHERE yearid = ""2000"" GROUP BY votedby ORDER BY count(*) DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,How many players weigh over 200 pounds?,SELECT count(*) FROM player WHERE weight > 200,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Who is the winner of Rookie of the Year in 2010?,"SELECT player_id FROM player_award WHERE year = 2010 AND award_id = ""Rookie of the Year""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Who is the highest paid player since 2010?,SELECT player_id FROM salary WHERE year >= 2010 ORDER BY salary DESC LIMIT 1,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries of players who have ever enter hall of fame?,"SELECT T2.salary FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What are the minimum votes needed to enter hall of fame for each year since 1871?,"SELECT min(votes), yearid FROM hall_of_fame WHERE inducted = ""Y"" AND yearid >= 1871 GROUP BY yearid",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries in National League?,"SELECT salary FROM salary WHERE league_id = ""NL""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries in American League?,"SELECT salary FROM salary WHERE league_id = ""AL""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which birth place has the most player awards?,SELECT birth_country FROM player as T1 JOIN player_award as T2 ON T1.player_id = T2.player_id GROUP BY T1.birth_country ORDER BY count(*) DESC LIMIT 1,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What are the birth places of players won on hall of fame since 1871?,"SELECT T1.birth_country FROM hall_of_fame as T2 JOIN player as T1 ON T1.player_id = T2.player_id WHERE T2.inducted = ""Y"" AND T2.yearid >= 1871",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which award has the highest player's salary?,SELECT award_id FROM player_award as T1 JOIN salary as T2 ON T1.player_id = T2.player_id GROUP BY T1.award_id ORDER BY avg(T2.salary) DESC LIMIT 1,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What were the years when any special elections happened in hall of fame?,"SELECT DISTINCT yearid FROM hall_of_fame WHERE needed_note != """"",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Top 10 countries with the most hall of fame players,"SELECT T1.birth_country FROM player as T1 JOIN hall_of_fame as T2 ON T1.player_id = T2.player_id WHERE T2.inducted = ""Y"" GROUP BY T1.birth_country ORDER BY count(*) DESC LIMIT 10",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,"For every award, who is the youngest winner?","SELECT T1.player_id, T1.award_id , min(T1.year - T2.birth_year) FROM player_award as T1 JOIN player as T2 ON T1.player_id = T2.player_id GROUP BY T1.award_id",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,"For every award, who is the oldest winner?","SELECT T1.player_id, T1.award_id , max(T1.year - T2.birth_year) FROM player_award as T1 JOIN player as T2 ON T1.player_id = T2.player_id GROUP BY T1.award_id",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Top 10 teams with the most hall of fame players,"SELECT T2.team_id FROM hall_of_fame as T1 JOIN salary as T2 ON T1.player_id = T2.player_id AND T1.yearid = T2.year WHERE T1.inducted = ""Y"" GROUP BY T2.team_id ORDER BY count(*) DESC LIMIT 10",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Average lifespan of hall of fame players,"SELECT avg(T1.death_year - T1.birth_year) FROM player as T1 JOIN hall_of_fame as T2 ON T1.player_id = T2.player_id WHERE T2.inducted = ""Y""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,"For award winners, what's average weight for each position",SELECT avg(T1.weight) FROM player as T1 JOIN player_award as T2 ON T1.player_id = T2.player_id GROUP BY notes,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,"For award winners, which position that has the most hall of fame players?","SELECT T2.notes FROM hall_of_fame as T1 JOIN player_award as T2 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y"" GROUP BY notes ORDER BY count(*) DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which player get the highest score in 1971?,"SELECT player_id FROM player_award_vote WHERE year = ""1971"" ORDER BY points_won DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which month that players were born has the highest likelihood to be elected as hall of fame?,"SELECT T1.birth_month FROM player as T1 JOIN hall_of_fame as T2 ON T1.player_id = T2.player_id WHERE T2.inducted = ""Y"" GROUP BY T1.birth_month ORDER BY count(*) DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which league has the most player awarded in 2006?,"SELECT league_id FROM player_award WHERE year = ""2006"" GROUP BY league_id ORDER BY count(*) DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What defense position the player ID willite01 is?,"SELECT DISTINCT notes FROM player_award WHERE player_id = ""willite01""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,How many players were awarded more than ten times?,SELECT count(*) FROM (SELECT player_id FROM player_award GROUP BY player_id HAVING count(*) > 10),TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Which city the most players were born?,SELECT birth_city FROM player GROUP BY birth_city ORDER BY count(*) DESC LIMIT 1,TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,What is the average weight of players who were awarded third-base man in TSN all-star award?,"SELECT avg(T1.weight) FROM player as T1 JOIN player_award as T2 ON T1.player_id = T2.player_id WHERE T2.award_id = ""TSN All-Star"" AND notes = ""3B""",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
TheHistoryofBaseball,Who is the player had the highest salary in 2015?,"SELECT player_id FROM salary WHERE year = ""2015"" ORDER BY salary DESC LIMIT 1",TheHistoryofBaseball_test.json.sqlite,TheHistoryofBaseball_test.json.sqlite,Not available
GreaterManchesterCrime,What time do most of the crimes happen?,SELECT CrimeTS FROM GreaterManchesterCrime GROUP BY CrimeTS ORDER BY count(*) DESC LIMIT 1,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"What are the most likely outcome of the police investigation if the crime happen on ""street""?","SELECT Outcome FROM GreaterManchesterCrime WHERE Location LIKE ""%Street%"" GROUP BY Outcome ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Which type of crime happen the most in Salford?,"SELECT Type FROM GreaterManchesterCrime WHERE LSOA LIKE ""%Salford%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,How many crimes are under investigation?,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome = ""Under investigation""",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,How many crimes has been conducted?,SELECT count(*) FROM GreaterManchesterCrime,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,What is the top 3 area of crime conducted?,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 3,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"Which type of crime has the highest rate of ""Investigation complete""?","SELECT Type FROM GreaterManchesterCrime WHERE Outcome LIKE ""%Investigation complete%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"How many crimes were classified as ""Drugs""?","SELECT count(*) FROM GreaterManchesterCrime WHERE Type LIKE ""%Drug%""",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"How many crimes are still ""Under investigation"" to date?","SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome LIke ""%Under investigation%""",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"Which location has the top amount of ""Drugs"" crime conducted?","SELECT Location FROM GreaterManchesterCrime WHERE Type LIke ""%Drug%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,What’s the most common type of crime?,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Where is the most dangerous area?,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Where is the safest area?,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) LIMIT 1,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Where is the place with the largest number of sexual offenses crime events?,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,"If it is possible to increase the number of police officers, which place is with the first priority?",SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Which type of crime has the most prosecution cases?,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Awaiting court outcome"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,Which type of crime has the most investigation complete cases?,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Investigation complete; no suspect identified"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
GreaterManchesterCrime,What is the result in case 6B:E2:54:C6:58:D2?,"SELECT Outcome FROM GreaterManchesterCrime WHERE CrimeID = ""6B:E2:54:C6:58:D2""",GreaterManchesterCrime_test.json.sqlite,GreaterManchesterCrime_test.json.sqlite,Not available
TheHistoryofBaseball,Which states have produced the largest number of candidates inducted into the hall of fame?,"SELECT T2.birth_state FROM player AS T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE inducted = ""Y"" GROUP BY T2.birth_state ORDER BY count(T1.player_id) DESC LIMIT 1",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What is the top league that pays the most to their players?,SELECT league_id FROM salary GROUP BY league_id ORDER BY sum(salary) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which leage have the largest difference in pay among their team players?,SELECT league_id FROM salary GROUP BY league_id ORDER BY max(salary) - min(salary) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What is the average pay for players inducted into the hall of fame?,"SELECT avg(T2.salary) FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What is the average pay for players not inducted into the hall of fame?,"SELECT avg(T2.salary) FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""N""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which leage has higher average salaries for player?,SELECT league_id FROM salary GROUP BY league_id ORDER BY avg(salary) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which Country are most baseball players from?,SELECT birth_country FROM player GROUP BY birth_country ORDER BY count(*) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Who is the youngest baseball player so far?,"SELECT name_first, name_last FROM player ORDER BY birth_year DESC LIMIT 1",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which league gets paid the most?,SELECT league_id FROM salary GROUP BY league_id ORDER BY sum(salary) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,How much points were received by the NL league's most valuable player winner in 1990?,"SELECT T2.points_won FROM player_award as T1 JOIN player_award_vote as T2 ON T1.player_id = T2.player_id WHERE T1.league_id = ""NL"" AND T1.award_id = ""Most Valuable Player"" AND T1.year = ""1990"" AND T2.league_id = ""NL"" AND T2.year = ""1990""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What is the average age of players from USA?,"SELECT avg( death_year - birth_year) FROM player WHERE birth_country = ""USA""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What is the average lifespan of a baseball player?,SELECT avg( death_year - birth_year ) FROM player,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which is the most popular voting method for Hall of Fame in 2000?,"SELECT votedby FROM hall_of_fame WHERE yearid = ""2000"" GROUP BY votedby ORDER BY count(*) DESC LIMIT 1",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,How many players weigh over 200 pounds?,SELECT count(*) FROM player WHERE weight > 200,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Who is the winner of Rookie of the Year in 2010?,"SELECT player_id FROM player_award WHERE year = 2010 AND award_id = ""Rookie of the Year""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Who is the highest paid player since 2010?,SELECT player_id FROM salary WHERE year >= 2010 ORDER BY salary DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries of players who have ever enter hall of fame?,"SELECT T2.salary FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What are the minimum votes needed to enter hall of fame for each year since 1871?,"SELECT min(votes), yearid FROM hall_of_fame WHERE inducted = ""Y"" AND yearid >= 1871 GROUP BY yearid",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries in National League?,"SELECT salary FROM salary WHERE league_id = ""NL""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What are the salaries in American League?,"SELECT salary FROM salary WHERE league_id = ""AL""",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which birth place has the most player awards?,SELECT birth_country FROM player as T1 JOIN player_award as T2 ON T1.player_id = T2.player_id GROUP BY T1.birth_country ORDER BY count(*) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What are the birth places of players won on hall of fame since 1871?,"SELECT T1.birth_country FROM hall_of_fame as T2 JOIN player as T1 ON T1.player_id = T2.player_id WHERE T2.inducted = ""Y"" AND T2.yearid >= 1871",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,Which award has the highest player's salary?,SELECT award_id FROM player_award as T1 JOIN salary as T2 ON T1.player_id = T2.player_id GROUP BY T1.award_id ORDER BY avg(T2.salary) DESC LIMIT 1,TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
TheHistoryofBaseball,What were the years when any special elections happened in hall of fame?,"SELECT DISTINCT yearid FROM hall_of_fame WHERE needed_note != """"",TheHistoryofBaseball.json.sqlite,TheHistoryofBaseball.json.sqlite,Not available
